reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Kurosawa, Akira",Tøi zloèinci ve skryté pevnosti,Kakushi-toride no san-akunin ,1958,Akèní/Dobrodrunı/Komedie,Japonsko,Akira Kurosawa,8.6,8,www.csfd.cz/film/5429-tri-zlocinci-ve-skryte-pevnosti/,www.imdb.com/title/tt0051808/,0.6
"Kurosawa, Akira",Zlı chlap spí dobøe,Warui yatsu hodo yoku nemuru ,1960,Drama/Thriller,Japonsko,Akira Kurosawa,8.2,7.9,www.csfd.cz/film/5444-zly-chlap-spi-dobre/,www.imdb.com/title/tt0054460/,0.299999999999999
"Kurosawa, Akira",Tìlesná strá,Yojinbo ,1961,Drama/Akèní,Japonsko,Akira Kurosawa,8.5,8.3,www.csfd.cz/film/5446-telesna-straz/,www.imdb.com/title/tt0055630/,0.199999999999999
"Kurosawa, Akira",Odvání muové,Tsubaki Sanjuro ,1962,Akèní/Dobrodrunı/Drama,Japonsko,Akira Kurosawa,8.6,8.1,www.csfd.cz/film/5442-odvazni-muzove/,www.imdb.com/title/tt0056443/,0.5
"Kurosawa, Akira",Nebe a peklo,Tengoku to jigoku ,1963,Thriller/Krimi/Drama/Mysteriózní,Japonsko,Akira Kurosawa,8.7,8.2,www.csfd.cz/film/5440-nebe-a-peklo/,www.imdb.com/title/tt0057565/,0.5
"Kurosawa, Akira",Rudovous,Akahige ,1965,Drama,Japonsko,Akira Kurosawa,8.5,8.1,www.csfd.cz/film/5418-rudovous/,www.imdb.com/title/tt0058888/,0.4
"Kurosawa, Akira",Dode's-Ka Den,Dodesukaden ,1970,Drama,Japonsko,Akira Kurosawa,8.2,7.5,www.csfd.cz/film/5421-dode-s-ka-den/,www.imdb.com/title/tt0065649/,0.699999999999999
"Kurosawa, Akira",Dìrsu Uzala,Dersu Uzala ,1975,Dobrodrunı/Drama,"Sovìtskı svaz, Japonsko",Akira Kurosawa,8.6,8.1,www.csfd.cz/film/5420-dersu-uzala/,www.imdb.com/title/tt0071411/,0.5
"Kurosawa, Akira",Kagemuša,Kagemusha ,1980,Drama/Váleènı,Japonsko,Akira Kurosawa,8.4,7.9,www.csfd.cz/film/5428-kagemusa/,www.imdb.com/title/tt0080979/,0.5
"Kurosawa, Akira",Ran,Ran ,1985,Drama/Akèní/Váleènı,"Japonsko, Francie",Akira Kurosawa,8,8.3,www.csfd.cz/film/5433-ran/,www.imdb.com/title/tt0089881/,-0.300000000000001
"Kurosawa, Akira",Sny Akiry Kurosawy,Yume ,1990,Fantasy/Drama/Podobenství,"Japonsko, USA","Akira Kurosawa, Iširó Honda",8.1,7.6,www.csfd.cz/film/5447-sny-akiry-kurosawy/,www.imdb.com/title/tt0100998/,0.5
"Kurosawa, Akira",Srpnová rapsodie,Hachi-gatsu no kyoshikyoku ,1991,Drama,Japonsko,Akira Kurosawa,7.3,7.2,www.csfd.cz/film/5423-srpnova-rapsodie/,www.imdb.com/title/tt0101991/,0.0999999999999996
"Kurosawa, Akira",Madadayo ,Madadayo ,1993,Drama,Japonsko,Akira Kurosawa,8,7.3,www.csfd.cz/film/5431-madadayo/,www.imdb.com/title/tt0107474/,0.7
"Zelenka, Petr ",Mòága - Happy End ,Mòága - Happy End ,1996,Hudební/Komedie,Èesko,Petr Zelenka,8.2,7.5,www.csfd.cz/film/10081-mnaga-happy-end/,www.imdb.com/title/tt0117066/,0.699999999999999
"Zelenka, Petr ",Knoflíkáøi ,Knoflíkáøi ,1997,Komedie,Èesko,Petr Zelenka,8.1,7.3,www.csfd.cz/film/10080-knoflikari/,www.imdb.com/title/tt0128292/,0.8
"Zelenka, Petr ",Rok ïábla ,Rok ïábla ,2002,Komedie/Drama/Fantasy/Hudební,Èesko,Petr Zelenka,8.1,7,www.csfd.cz/film/10083-rok-dabla/,www.imdb.com/title/tt0282917/,1.1
"Zelenka, Petr ",Pøíbìhy obyèejného šílenství ,Pøíbìhy obyèejného šílenství ,2005,Komedie/Drama,"Èesko, Nìmecko, Slovensko",Petr Zelenka,7.3,7.1,www.csfd.cz/film/173958-pribehy-obycejneho-silenstvi/,www.imdb.com/title/tt0408120/,0.2
"Zelenka, Petr ",Karamazovi ,Karamazovi ,2008,Drama,"Èesko, Polsko",Petr Zelenka,8.3,7.2,www.csfd.cz/film/231191-karamazovi/,www.imdb.com/title/tt1080716/,1.1
"Lucas, George",THX 1138,THX 1138 ,1971,Sci-Fi/Drama,USA,George Lucas,7.4,6.8,www.csfd.cz/film/6173-thx-1138/,www.imdb.com/title/tt0066434/,0.600000000000001
"Lucas, George",Americké graffiti,American Graffiti ,1973,Komedie/Drama,USA,George Lucas,7.6,7.5,www.csfd.cz/film/6162-americke-graffiti/,www.imdb.com/title/tt0069704/,0.0999999999999996
"Lucas, George",Star Wars: Epizoda IV - Nová nadìje,Star Wars ,1977,Sci-Fi/Dobrodrunı/Fantasy/Akèní,USA,George Lucas,8.8,8.8,www.csfd.cz/film/6169-star-wars-epizoda-iv-nova-nadeje/,www.imdb.com/title/tt0076759/,0
"Lucas, George",Star Wars: Epizoda I - Skrytá hrozba,Star Wars: Episode I - The Phantom Menace ,1999,Sci-Fi/Dobrodrunı/Akèní,USA,George Lucas,7.9,6.5,www.csfd.cz/film/6170-star-wars-epizoda-i-skryta-hrozba/,www.imdb.com/title/tt0120915/,1.4
"Lucas, George",Star Wars: Epizoda II - Klony útoèí,Star Wars: Episode II - Attack of the Clones ,2002,Sci-Fi/Dobrodrunı/Akèní,USA,George Lucas,8,6.7,www.csfd.cz/film/6171-star-wars-epizoda-ii-klony-utoci/,www.imdb.com/title/tt0121765/,1.3
"Lucas, George",Star Wars: Epizoda III - Pomsta Sithù,Star Wars: Episode III - Revenge of the Sith ,2005,Sci-Fi/Dobrodrunı/Akèní,USA,George Lucas,8.7,7.7,www.csfd.cz/film/6172-star-wars-epizoda-iii-pomsta-sithu/,www.imdb.com/title/tt0121766/,0.999999999999999
"Wilder, Billy",Zuzanka v nesnázích,"Major and the Minor, The ",1942,Komedie/Romantickı,USA,Billy Wilder,8,7.5,www.csfd.cz/film/9787-zuzanka-v-nesnazich/,www.imdb.com/title/tt0035019/,0.5
"Wilder, Billy",Pìt hrobù u Káhiry,Five Graves to Cairo ,1943,Thriller/Váleènı,USA,Billy Wilder,7.3,7.4,www.csfd.cz/film/9779-pet-hrobu-u-kahiry/,www.imdb.com/title/tt0035884/,-0.100000000000001
"Wilder, Billy",Pojistka smrti,Double Indemnity ,1944,Krimi/Drama/Film-Noir/Thriller,USA,Billy Wilder,8.6,8.5,www.csfd.cz/film/9776-pojistka-smrti/,www.imdb.com/title/tt0036775/,0.0999999999999996
"Wilder, Billy",Ztracenı víkend,"Lost Weekend, The ",1945,Drama,USA,Billy Wilder,8.3,8.1,www.csfd.cz/film/9785-ztraceny-vikend/,www.imdb.com/title/tt0037884/,0.200000000000001
"Wilder, Billy","Emperor Waltz, The ","Emperor Waltz, The ",1948,Komedie/Muzikál/Romantickı,USA,Billy Wilder,6.3,6.1,www.csfd.cz/film/9777-emperor-waltz-the/,www.imdb.com/title/tt0040317/,0.2
"Wilder, Billy",Zahranièní aféra,"Foreign Affair, A ",1948,Komedie/Romantickı,USA,Billy Wilder,7.6,7.4,www.csfd.cz/film/9780-zahranicni-afera/,www.imdb.com/title/tt0040367/,0.199999999999999
"Wilder, Billy",Sunset Blvd.,Sunset Blvd. ,1950,Drama/Film-Noir,USA,Billy Wilder,8.6,8.6,www.csfd.cz/film/9796-sunset-blvd/,www.imdb.com/title/tt0043014/,0
"Wilder, Billy",Eso v rukávu,Ace in the Hole ,1951,Drama/Film-Noir,USA,Billy Wilder,8.7,8.2,www.csfd.cz/film/9774-eso-v-rukavu/,www.imdb.com/title/tt0043338/,0.5
"Wilder, Billy",Stalag 17,Stalag 17 ,1953,Komedie/Drama/Váleènı,USA,Billy Wilder,8.6,8.1,www.csfd.cz/film/9795-stalag-17/,www.imdb.com/title/tt0046359/,0.5
"Wilder, Billy",Sabrina,Sabrina ,1954,Komedie/Romantickı,USA,Billy Wilder,8.3,7.7,www.csfd.cz/film/9791-sabrina/,www.imdb.com/title/tt0047437/,0.600000000000001
"Wilder, Billy",Slamìnı vdovec,"Seven Year Itch, The ",1955,Komedie/Romantickı,USA,Billy Wilder,7.9,7.2,www.csfd.cz/film/9792-slameny-vdovec/,www.imdb.com/title/tt0048605/,0.7
"Wilder, Billy",Odpolední láska,Love in the Afternoon ,1957,Komedie/Romantickı,USA,Billy Wilder,7.9,7.3,www.csfd.cz/film/9786-odpoledni-laska/,www.imdb.com/title/tt0050658/,0.600000000000001
"Wilder, Billy",Pøelet pøes oceán,"Spirit of St. Louis, The ",1957,Drama/Dobrodrunı/Historickı/ivotopisnı,USA,Billy Wilder,8.4,7.1,www.csfd.cz/film/9794-prelet-pres-ocean/,www.imdb.com/title/tt0051003/,1.3
"Wilder, Billy",Svìdek obaloby,Witness for the Prosecution ,1957,Krimi/Drama/Mysteriózní/Thriller,USA,Billy Wilder,8.6,8.4,www.csfd.cz/film/9797-svedek-obzaloby/,www.imdb.com/title/tt0051201/,0.199999999999999
"Wilder, Billy",Nìkdo to rád horké,Some Like It Hot ,1959,Komedie/Krimi/Romantickı/Hudební,USA,Billy Wilder,8.8,8.4,www.csfd.cz/film/9793-nekdo-to-rad-horke/,www.imdb.com/title/tt0053291/,0.4
"Wilder, Billy",Byt,"Apartment, The ",1960,Romantickı/Komedie/Drama,USA,Billy Wilder,8.5,8.4,www.csfd.cz/film/9772-byt/,www.imdb.com/title/tt0053604/,0.0999999999999996
"Wilder, Billy","Raz, dva, tøi","One, Two, Three ",1961,Komedie,USA,Billy Wilder,8.6,7.9,www.csfd.cz/film/9789-raz-dva-tri/,www.imdb.com/title/tt0055256/,0.699999999999999
"Wilder, Billy",Sladká Irma,Irma la Douce ,1963,Komedie/Romantickı,USA,Billy Wilder,7.7,7.3,www.csfd.cz/film/9783-sladka-irma/,www.imdb.com/title/tt0057187/,0.4
"Wilder, Billy","Líbej mne, hlupáèku","Kiss Me, Stupid ",1964,Komedie,USA,Billy Wilder,6.9,7,www.csfd.cz/film/9784-libej-mne-hlupacku/,www.imdb.com/title/tt0058265/,-0.0999999999999996
"Wilder, Billy",Štístko,"Fortune Cookie, The ",1966,Komedie/Drama/Romantickı,USA,Billy Wilder,7.2,7.4,www.csfd.cz/film/9781-stistko/,www.imdb.com/title/tt0060424/,-0.2
"Wilder, Billy",Soukromı ivot Sherlocka Holmese,"Private Life of Sherlock Holmes, The ",1970,Komedie/Drama/Mysteriózní,Velká Británie,Billy Wilder,7.5,7.2,www.csfd.cz/film/9790-soukromy-zivot-sherlocka-holmese/,www.imdb.com/title/tt0066249/,0.3
"Wilder, Billy",Nebotíci pøejí lásce,Avanti! ,1972,Komedie/Romantickı,"USA, Itálie",Billy Wilder,8.6,7.1,www.csfd.cz/film/9773-neboztici-preji-lasce/,www.imdb.com/title/tt0068240/,1.5
"Wilder, Billy",Na titulní stranì,"Front Page, The ",1974,Komedie/Drama/Romantickı,USA,Billy Wilder,8.3,7.2,www.csfd.cz/film/9782-na-titulni-strane/,www.imdb.com/title/tt0071524/,1.1
"Wilder, Billy",Fedora,Fedora ,1978,Drama,"Francie, Západní Nìmecko",Billy Wilder,7.6,6.9,www.csfd.cz/film/9778-fedora/,www.imdb.com/title/tt0077539/,0.699999999999999
"Wilder, Billy","Kamaráde, kamaráde",Buddy Buddy ,1981,Komedie,USA,Billy Wilder,6.6,6.4,www.csfd.cz/film/9775-kamarade-kamarade/,www.imdb.com/title/tt0082111/,0.199999999999999
"Bondarèuk, Sergej",Osud èlovìka,Sudba cheloveka ,1959,Drama/Váleènı/ivotopisnı,Sovìtskı svaz,Sergej Bondarèuk,8.4,7.8,www.csfd.cz/film/100418-osud-cloveka/,www.imdb.com/title/tt0053317/,0.600000000000001
"Bondarèuk, Sergej",Vojna a mír I: Andrej Bolkonskij,Vojna i mir I: Andrei Bolkonsky ,1965,Drama/Váleènı,Sovìtskı svaz,Sergej Bondarèuk,8.5,7.6,www.csfd.cz/film/75750-vojna-a-mir-i-andrej-bolkonskij/,www.imdb.com/title/tt0059884/,0.9
"Bondarèuk, Sergej",Vojna a mír II: Nataša Rostová,Vojna i mir II: Natasha Rostova ,1966,Drama,Sovìtskı svaz,Sergej Bondarèuk,8.6,7.5,www.csfd.cz/film/77637-vojna-a-mir-ii-natasa-rostova/,www.imdb.com/title/tt0061162/,1.1
"Bondarèuk, Sergej",Vojna a mír,Voyna i mir ,1967,Drama/Váleènı,Sovìtskı svaz,Sergej Bondarèuk,9.1,7.8,www.csfd.cz/film/199245-vojna-a-mir/,www.imdb.com/title/tt0063794/,1.3
"Bondarèuk, Sergej",Vojna a mír III: Rok 1812,Vojna i mir III: 1812 god ,1967,Drama/Váleènı,Sovìtskı svaz,Sergej Bondarèuk,8.8,7.7,www.csfd.cz/film/98363-vojna-a-mir-iii-rok-1812/,www.imdb.com/title/tt0062455/,1.1
"Bondarèuk, Sergej",Vojna a mír IV: Pierre Bezuchov,Vojna i mir IV: Pierre Bezukhov ,1967,Drama,Sovìtskı svaz,Sergej Bondarèuk,8.8,7.5,www.csfd.cz/film/89959-vojna-a-mir-iv-pierre-bezuchov/,www.imdb.com/title/tt0062456/,1.3
"Bondarèuk, Sergej",Waterloo,Waterloo ,1970,Drama/Váleènı/Akèní,"Itálie, Sovìtskı svaz",Sergej Bondarèuk,8.6,7,www.csfd.cz/film/16213-waterloo/,www.imdb.com/title/tt0066549/,1.6
"Bondarèuk, Sergej",Bojovali za vlast,Oni sraalis za rodinu ,1975,Drama/Váleènı,Sovìtskı svaz,Sergej Bondarèuk,8,7.7,www.csfd.cz/film/77625-bojovali-za-vlast/,www.imdb.com/title/tt0073488/,0.3
"Bondarèuk, Sergej",Mexiko v plamenech - Rudé zvony,Krasnyje kolokola I - Mexika v ognì ,1982,Drama,"Sovìtskı svaz, Mexiko, Itálie",Sergej Bondarèuk,7,6.9,www.csfd.cz/film/34212-mexiko-v-plamenech-rude-zvony/,www.imdb.com/title/tt0084222/,0.0999999999999996
"Bondarèuk, Sergej",Boris Godunov,Boris Godunov ,1986,Drama/Historickı,"Sovìtskı svaz, Èeskoslovensko, Polsko, Západní Nìmecko",Sergej Bondarèuk,6.9,6.7,www.csfd.cz/film/100401-boris-godunov/,www.imdb.com/title/tt0092688/,0.2
"Buòuel, Luis",Zlatı vìk,"Âge d'or, L' ",1930,Drama/Romantickı/Komedie,Francie,Luis Bunuel,7.5,7.5,www.csfd.cz/film/1117-zlaty-vek/,www.imdb.com/title/tt0021577/,0
"Buòuel, Luis",Flamendr,"Gran Calavera, El ",1949,Komedie,Mexiko,Luis Bunuel,7.1,7.1,www.csfd.cz/film/1096-flamendr/,www.imdb.com/title/tt0041423/,0
"Buòuel, Luis",Zapomenutí,"Olvidados, Los ",1950,Drama/Krimi,Mexiko,Luis Bunuel,8.6,8.1,www.csfd.cz/film/1106-zapomenuti/,www.imdb.com/title/tt0042804/,0.5
"Buòuel, Luis",Susana,Susana ,1951,Drama,Mexiko,Luis Bunuel,8,7.2,www.csfd.cz/film/1110-susana/,www.imdb.com/title/tt0043018/,0.8
"Buòuel, Luis",Šejdíøova dcera,"Hija del engaño, La ",1951,Drama,Mexiko,Luis Bunuel,6.4,6.9,www.csfd.cz/film/1098-sejdirova-dcera/,www.imdb.com/title/tt0043639/,-0.5
"Buòuel, Luis",Cesta do nebe,Subida al cielo ,1952,Komedie,Mexiko,Luis Bunuel,7.2,6.9,www.csfd.cz/film/1109-cesta-do-nebe/,www.imdb.com/title/tt0044084/,0.3
"Buòuel, Luis",Él,Él ,1953,Drama,Mexiko,Luis Bunuel,7.9,7.8,www.csfd.cz/film/1118-el/,www.imdb.com/title/tt0045361/,0.100000000000001
"Buòuel, Luis",Surovec,"Bruto, El ",1953,Drama,Mexiko,Luis Bunuel,7.8,7.3,www.csfd.cz/film/1089-surovec/,www.imdb.com/title/tt0044453/,0.5
"Buòuel, Luis",Iluze cestuje tramvají,"Ilusión viaja en tranvía, La ",1954,Komedie,Mexiko,Luis Bunuel,7,7.1,www.csfd.cz/film/1100-iluze-cestuje-tramvaji/,www.imdb.com/title/tt0045907/,-0.0999999999999996
"Buòuel, Luis",Na vìtrné hùrce,Abismos de pasión ,1954,Drama/Romantickı,Mexiko,Luis Bunuel,7.8,6.8,www.csfd.cz/film/1086-na-vetrne-hurce/,www.imdb.com/title/tt0046675/,1
"Buòuel, Luis",Robinson Crusoe ,Robinson Crusoe ,1954,Dobrodrunı,Mexiko,Luis Bunuel,7.7,7,www.csfd.cz/film/1087-robinson-crusoe/,www.imdb.com/title/tt0044386/,0.7
"Buòuel, Luis","Río y la muerte, El ","Río y la muerte, El ",1955,Drama,Mexiko,Luis Bunuel,7.5,6.8,www.csfd.cz/film/1107-rio-y-la-muerte-el/,www.imdb.com/title/tt0047435/,0.7
"Buòuel, Luis",Zloèinnı ivot Archibalda de la Cruz,Ensayo de un crimen ,1955,Komedie/Drama/Krimi/Mysteriózní,Mexiko,Luis Bunuel,8,7.8,www.csfd.cz/film/1093-zlocinny-zivot-archibalda-de-la-cruz/,www.imdb.com/title/tt0048037/,0.2
"Buòuel, Luis",To je úsvit,Cela s'appelle l'aurore ,1956,Drama,"Francie, Itálie",Luis Bunuel,7.4,6.8,www.csfd.cz/film/1090-to-je-usvit/,www.imdb.com/title/tt0047925/,0.600000000000001
"Buòuel, Luis",Horeèka stoupá v El Pao,"Fievre monte a El Pao, La ",1959,Drama,"Francie, Mexiko",Luis Bunuel,7.2,6.9,www.csfd.cz/film/1095-horecka-stoupa-v-el-pao/,www.imdb.com/title/tt0052810/,0.3
"Buòuel, Luis",Nazarin,Nazarín ,1959,Drama,Mexiko,Luis Bunuel,8.3,7.8,www.csfd.cz/film/1105-nazarin/,www.imdb.com/title/tt0051983/,0.500000000000001
"Buòuel, Luis",Dívka,"Joven, La ",1960,Drama,"Mexiko, USA",Luis Bunuel,7,7.6,www.csfd.cz/film/1102-divka/,www.imdb.com/title/tt0053967/,-0.6
"Buòuel, Luis",Viridiana,Viridiana ,1961,Drama,"Mexiko, Španìlsko",Luis Bunuel,8.3,8.1,www.csfd.cz/film/1114-viridiana/,www.imdb.com/title/tt0055601/,0.200000000000001
"Buòuel, Luis",Andìl zkázy,"Ángel exterminador, El ",1962,Komedie/Drama/Fantasy/Mysteriózní,Mexiko,Luis Bunuel,8.3,8,www.csfd.cz/film/1116-andel-zkazy/,www.imdb.com/title/tt0056732/,0.300000000000001
"Buòuel, Luis",Deník komorné,"Journal d'une femme de chambre, Le ",1964,Drama,"Francie, Itálie",Luis Bunuel,7.8,7.6,www.csfd.cz/film/1101-denik-komorne/,www.imdb.com/title/tt0058249/,0.2
"Buòuel, Luis",Kráska dne,Belle de jour ,1967,Drama,"Francie, Itálie",Luis Bunuel,8.1,7.8,www.csfd.cz/film/1088-kraska-dne/,www.imdb.com/title/tt0061395/,0.3
"Buòuel, Luis",Mléèná dráha,"Voie lactée, La ",1969,Komedie/Drama,"Francie, Západní Nìmecko, Itálie",Luis Bunuel,8,7.6,www.csfd.cz/film/1115-mlecna-draha/,www.imdb.com/title/tt0066534/,0.4
"Buòuel, Luis",Tristana,Tristana ,1970,Drama,"Francie, Itálie, Španìlsko",Luis Bunuel,7.8,7.6,www.csfd.cz/film/1111-tristana/,www.imdb.com/title/tt0066491/,0.2
"Buòuel, Luis",Nenápadnı pùvab buroazie,"Charme discret de la bourgeoisie, Le ",1972,Komedie/Drama/Fantasy,"Francie, Itálie, Španìlsko",Luis Bunuel,8.1,7.9,www.csfd.cz/film/1092-nenapadny-puvab-burzoazie/,www.imdb.com/title/tt0068361/,0.199999999999999
"Buòuel, Luis",Pøízrak svobody,"Fantôme de la liberté, Le ",1974,Komedie/Drama,"Francie, Itálie",Luis Bunuel,8.3,7.8,www.csfd.cz/film/1094-prizrak-svobody/,www.imdb.com/title/tt0071487/,0.500000000000001
"Buòuel, Luis",Ten tajemnı pøedmìt touhy,Cet obscur objet du désir ,1977,Drama,"Francie, Španìlsko",Luis Bunuel,8.1,7.9,www.csfd.cz/film/1091-ten-tajemny-predmet-touhy/,www.imdb.com/title/tt0075824/,0.199999999999999
"Wyler, William ",Továrník Dodsworth,Dodsworth ,1936,Drama/Romantickı,USA,William Wyler,7,7.9,www.csfd.cz/film/9891-tovarnik-dodsworth/,www.imdb.com/title/tt0027532/,-0.9
"Wyler, William ",Vraedná le,These Three ,1936,Drama,USA,William Wyler,8.1,7.6,www.csfd.cz/film/9934-vrazedna-lez/,www.imdb.com/title/tt0028356/,0.5
"Wyler, William ",V newyorském pøístavu,Dead End ,1937,Krimi/Drama,USA,William Wyler,7.8,7.5,www.csfd.cz/film/9887-v-newyorskem-pristavu/,www.imdb.com/title/tt0028773/,0.3
"Wyler, William ",Jezábel,Jezebel ,1938,Drama/Romantickı,USA,William Wyler,8,7.6,www.csfd.cz/film/9911-jezabel/,www.imdb.com/title/tt0030287/,0.4
"Wyler, William ",Na Vìtrné hùrce,Wuthering Heights ,1939,Drama/Romantickı,USA,William Wyler,8.3,7.7,www.csfd.cz/film/9940-na-vetrne-hurce/,www.imdb.com/title/tt0032145/,0.600000000000001
"Wyler, William ",Èlovìk ze Západu,"Westerner, The ",1940,Western,USA,William Wyler,6.9,7.5,www.csfd.cz/film/9939-clovek-ze-zapadu/,www.imdb.com/title/tt0033253/,-0.6
"Wyler, William ",List,"Letter, The ",1940,Drama/Film-Noir,USA,William Wyler,7.6,7.7,www.csfd.cz/film/9914-list/,www.imdb.com/title/tt0032701/,-0.100000000000001
"Wyler, William ",Lištièky,"Little Foxes, The ",1941,Drama,USA,William Wyler,8.3,7.9,www.csfd.cz/film/9916-listicky/,www.imdb.com/title/tt0033836/,0.4
"Wyler, William ",Paní Miniverová,Mrs. Miniver ,1942,Drama/Romantickı/Váleènı,USA,William Wyler,8.1,7.6,www.csfd.cz/film/9921-pani-miniverova/,www.imdb.com/title/tt0035093/,0.5
"Wyler, William ",Nejlepší léta našeho ivota,"Best Years of Our Lives, The ",1946,Drama/Váleènı/Romantickı,USA,William Wyler,8.7,8.2,www.csfd.cz/film/9877-nejlepsi-leta-naseho-zivota/,www.imdb.com/title/tt0036868/,0.5
"Wyler, William ",Dìdièka,"Heiress, The ",1949,Drama/Romantickı,USA,William Wyler,8.4,8,www.csfd.cz/film/9904-dedicka/,www.imdb.com/title/tt0041452/,0.4
"Wyler, William ",Detektivní pøíbìh,Detective Story ,1951,Drama/Krimi/Film-Noir,USA,William Wyler,7.9,7.6,www.csfd.cz/film/9890-detektivni-pribeh/,www.imdb.com/title/tt0043465/,0.300000000000001
"Wyler, William ",Carrie,Carrie ,1952,Drama/Romantickı,USA,William Wyler,7.9,7.3,www.csfd.cz/film/9881-carrie/,www.imdb.com/title/tt0044486/,0.600000000000001
"Wyler, William ",Prázdniny v Øímì,Roman Holiday ,1953,Komedie/Drama/Romantickı,"USA, Itálie",William Wyler,8.8,8.1,www.csfd.cz/film/9926-prazdniny-v-rime/,www.imdb.com/title/tt0046250/,0.700000000000001
"Wyler, William ",Hodiny zoufalství,"Desperate Hours, The ",1955,Film-Noir/Drama/Thriller,USA,William Wyler,8,7.5,www.csfd.cz/film/9889-hodiny-zoufalstvi/,www.imdb.com/title/tt0047985/,0.5
"Wyler, William ",Pøesvedèení,Friendly Persuasion ,1956,Drama,USA,William Wyler,7.4,7.4,www.csfd.cz/film/9894-presvedceni/,www.imdb.com/title/tt0049233/,0
"Wyler, William ",Velká zemì,"Big Country, The ",1958,Western/Drama/Romantickı,USA,William Wyler,8.5,7.7,www.csfd.cz/film/9878-velka-zeme/,www.imdb.com/title/tt0051411/,0.8
"Wyler, William ",Ben Hur,Ben-Hur ,1959,Akèní/Dobrodrunı/Drama/Romantickı,USA,William Wyler,8.6,8.1,www.csfd.cz/film/9876-ben-hur/,www.imdb.com/title/tt0052618/,0.5
"Wyler, William ",Dìtská hodinka,"Children's Hour, The ",1961,Drama,USA,William Wyler,7.9,7.7,www.csfd.cz/film/9882-detska-hodinka/,www.imdb.com/title/tt0054743/,0.2
"Wyler, William ",Sbìratel,"Collector, The ",1965,Drama/Horor/Thriller,"Velká Británie, USA",William Wyler,7.5,7.5,www.csfd.cz/film/9883-sberatel/,www.imdb.com/title/tt0059043/,0
"Wyler, William ",Jak ukrást Venuši,How to Steal a Million ,1966,Komedie/Krimi/Romantickı,USA,William Wyler,8.5,7.4,www.csfd.cz/film/9910-jak-ukrast-venusi/,www.imdb.com/title/tt0060522/,1.1
"Wyler, William ",Funny Girl,Funny Girl ,1968,Drama/Romantickı/Muzikál/ivotopisnı,USA,William Wyler,7.9,7.2,www.csfd.cz/film/9895-funny-girl/,www.imdb.com/title/tt0062994/,0.7
"Wyler, William ",Vykoupení L.B. Jonese,"Liberation of L.B. Jones, The ",1970,Drama/Krimi,USA,William Wyler,8,6.7,www.csfd.cz/film/9915-vykoupeni-l-b-jonese/,www.imdb.com/title/tt0065979/,1.3
"Bergman, Ingmar",Kris ,Kris ,1946,Drama,Švédsko,Ingmar Bergman,7.4,6.6,www.csfd.cz/film/704-kris/,www.imdb.com/title/tt0038675/,0.800000000000001
"Bergman, Ingmar",Prší nám na lásku,Det regnar pa var kärlek ,1946,Drama,Švédsko,Ingmar Bergman,7.6,6.6,www.csfd.cz/film/687-prsi-nam-na-lasku/,www.imdb.com/title/tt0038468/,1
"Bergman, Ingmar",Hamnstad ,Hamnstad ,1948,Drama,Švédsko,Ingmar Bergman,7.5,6.8,www.csfd.cz/film/698-hamnstad/,www.imdb.com/title/tt0040418/,0.7
"Bergman, Ingmar",Hudba v temnotách,Musik i mörker ,1948,Drama,Švédsko,Ingmar Bergman,6.6,6.4,www.csfd.cz/film/711-hudba-v-temnotach/,www.imdb.com/title/tt0040622/,0.199999999999999
"Bergman, Ingmar",Vìzení,Fängelse ,1949,Drama,Švédsko,Ingmar Bergman,7.6,6.8,www.csfd.cz/film/693-vezeni/,www.imdb.com/title/tt0041399/,0.8
"Bergman, Ingmar",ízeò,Törst ,1949,Drama,Švédsko,Ingmar Bergman,7.8,6.7,www.csfd.cz/film/737-zizen/,www.imdb.com/title/tt0041998/,1.1
"Bergman, Ingmar",U nás se to stát nemùe,Sant händer inte här ,1950,Krimi,Švédsko,Ingmar Bergman,7,5.5,www.csfd.cz/film/731-u-nas-se-to-stat-nemuze/,www.imdb.com/title/tt0043019/,1.5
"Bergman, Ingmar",Za štìstím,Till glädje ,1950,Drama,Švédsko,Ingmar Bergman,8,7.2,www.csfd.cz/film/733-za-stestim/,www.imdb.com/title/tt0043048/,0.8
"Bergman, Ingmar",Letní sen,Sommarlek ,1951,Drama/Romantickı,Švédsko,Ingmar Bergman,7.8,7.4,www.csfd.cz/film/728-letni-sen/,www.imdb.com/title/tt0044060/,0.399999999999999
"Bergman, Ingmar",Èekající eny,Kvinnors väntan ,1952,Komedie/Drama,Švédsko,Ingmar Bergman,7.7,6.9,www.csfd.cz/film/706-cekajici-zeny/,www.imdb.com/title/tt0044811/,0.8
"Bergman, Ingmar",Léto s Monikou,Sommaren med Monika ,1953,Drama,Švédsko,Ingmar Bergman,7.5,7.5,www.csfd.cz/film/727-leto-s-monikou/,www.imdb.com/title/tt0046345/,0
"Bergman, Ingmar",Veèer kejklíøù,Gycklarnas afton ,1953,Drama,Švédsko,Ingmar Bergman,8.1,7.6,www.csfd.cz/film/697-vecer-kejkliru/,www.imdb.com/title/tt0045848/,0.5
"Bergman, Ingmar",Lekce v lásce,"Lektion i kärlek, En ",1954,Komedie/Drama,Švédsko,Ingmar Bergman,8,6.9,www.csfd.cz/film/708-lekce-v-lasce/,www.imdb.com/title/tt0047167/,1.1
