reziser,jmeno,name,rok,zanr,zeme,autor,csfd,imdb,odkaz,link,rozdil
"Michalkov, Nikita",Lazebník sibiøskı,Sibirskij cirjulnik ,1998,Romantickı/Komedie/Drama,"Rusko, Francie, Itálie, Èesko",Nikita Michalkov,8,7.4,www.csfd.cz/film/13136-lazebnik-sibirsky/,www.imdb.com/title/tt0120125/,0.6
"Michalkov, Nikita",Dvanáct,12,2007,Drama,Rusko,Nikita Michalkov,8.1,7.6,www.csfd.cz/film/235448-dvanact/,www.imdb.com/title/tt0488478/,0.5
"Burton, Tim",Pee-Weeho velké dobrodruství,Pee Wee's Big Adventure ,1985,Dobrodrunı/Rodinnı/Komedie,USA,Tim Burton,6.8,6.8,www.csfd.cz/film/1078-pee-weeho-velke-dobrodruzstvi/,www.imdb.com/title/tt0089791/,0
"Burton, Tim",Beetlejuice,Beetlejuice ,1988,Komedie/Fantasy/Horor,USA,Tim Burton,7.4,7.4,www.csfd.cz/film/1071-beetlejuice/,www.imdb.com/title/tt0094721/,0
"Burton, Tim",Batman,Batman ,1989,Krimi/Thriller,"USA, Velká Británie",Tim Burton,8.1,7.6,www.csfd.cz/film/1069-batman/,www.imdb.com/title/tt0096895/,0.5
"Burton, Tim",Støihorukı Edward,Edward Scissorhands ,1990,Drama/Fantasy/Romantickı,USA,Tim Burton,8.5,8,www.csfd.cz/film/1073-strihoruky-edward/,www.imdb.com/title/tt0099487/,0.5
"Burton, Tim",Batman se vrací,Batman Returns ,1992,Akèní/Krimi/Fantasy/Thriller,"USA, Velká Británie",Tim Burton,7.7,7,www.csfd.cz/film/1070-batman-se-vraci/,www.imdb.com/title/tt0103776/,0.7
"Burton, Tim",Ed Wood,Ed Wood ,1994,Komedie/Drama/ivotopisnı,USA,Tim Burton,8.4,8,www.csfd.cz/film/1072-ed-wood/,www.imdb.com/title/tt0109707/,0.4
"Burton, Tim",Mars útoèí!,Mars Attacks! ,1996,Komedie/Sci-Fi/Akèní,USA,Tim Burton,6.2,6.3,www.csfd.cz/film/1077-mars-utoci/,www.imdb.com/title/tt0116996/,-0.0999999999999996
"Burton, Tim",Ospalá díra,Sleepy Hollow ,1999,Horor/Mysteriózní/Thriller/Krimi,USA,Tim Burton,8.3,7.5,www.csfd.cz/film/1080-ospala-dira/,www.imdb.com/title/tt0162661/,0.800000000000001
"Burton, Tim",Velká ryba,Big Fish ,2003,Drama/Fantasy/Dobrodrunı/Mysteriózní,USA,Tim Burton,8.5,8,www.csfd.cz/film/42923-velka-ryba/,www.imdb.com/title/tt0319061/,0.5
"Burton, Tim",Karlík a továrna na èokoládu,Charlie and the Chocolate Factory ,2005,Fantasy/Dobrodrunı/Komedie/Rodinnı,"USA, Velká Británie",Tim Burton,8.2,6.8,www.csfd.cz/film/135983-karlik-a-tovarna-na-cokoladu/,www.imdb.com/title/tt0367594/,1.4
"Burton, Tim",Mrtvá nevìsta Tima Burtona,Corpse Bride ,2005,Animovanı/Fantasy/Romantickı/Muzikál,"Velká Británie, USA","Tim Burton, Mike Johnson",8.4,7.4,www.csfd.cz/film/194882-mrtva-nevesta-tima-burtona/,www.imdb.com/title/tt0121164/,1
"Burton, Tim",Sweeney Todd: Ïábelskı holiè z Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street ,2007,Horor/Muzikál/Thriller/Drama,"USA, Velká Británie",Tim Burton,7.8,7.5,www.csfd.cz/film/224930-sweeney-todd-dabelsky-holic-z-fleet-street/,www.imdb.com/title/tt0408236/,0.3
"Burton, Tim",Alenka v øíši divù,Alice in Wonderland ,2010,Dobrodrunı/Rodinnı/Fantasy,USA,Tim Burton,7.1,6.5,www.csfd.cz/film/235922-alenka-v-risi-divu/,www.imdb.com/title/tt1014759/,0.6
"Burton, Tim",Frankenweenie: Domácí mazlíèek,Frankenweenie ,2012,Animovanı/Fantasy/Sci-Fi/Horor/Komedie/Rodinnı,USA,Tim Burton,7.1,7,www.csfd.cz/film/236117-frankenweenie-domaci-mazlicek/,www.imdb.com/title/tt1142977/,0.0999999999999996
"Kusturica, Emir",Vzpomínáš na Dolly Bell?,"Sjecas li se, Dolly Bell ",1981,Komedie/Drama/Romantickı,Jugoslávie,Emir Kusturica,7.7,7.5,www.csfd.cz/film/5457-vzpominas-na-dolly-bell/,www.imdb.com/title/tt0083089/,0.2
"Kusturica, Emir",Otec na sluební cestì,Otac na slubenom putu ,1985,Drama,Jugoslávie,Emir Kusturica,8,7.6,www.csfd.cz/film/5456-otec-na-sluzebni-ceste/,www.imdb.com/title/tt0089748/,0.4
"Kusturica, Emir",Dùm k povìšení,Dom za vesanje ,1988,Drama/Komedie,"Jugoslávie, Itálie, Velká Británie",Emir Kusturica,8.4,8,www.csfd.cz/film/5452-dum-k-poveseni/,www.imdb.com/title/tt0097223/,0.4
"Kusturica, Emir",Arizona Dream,Arizona Dream ,1993,Drama/Komedie/Fantasy/Romantickı,"USA, Francie",Emir Kusturica,7.9,7.2,www.csfd.cz/film/5449-arizona-dream/,www.imdb.com/title/tt0106307/,0.7
"Kusturica, Emir",Underground,Underground ,1995,Drama/Komedie/Váleènı,"Fed. rep. Jugoslávie, Francie, Nìmecko, Bulharsko",Emir Kusturica,8.5,8,www.csfd.cz/film/5459-underground/,www.imdb.com/title/tt0114787/,0.5
"Kusturica, Emir","Èerná koèka, bílı kocour","Crna maèka, beli maèor ",1998,Komedie/Romantickı,"Fed. rep. Jugoslávie, Francie, Nìmecko, Rakousko",Emir Kusturica,8.5,8,www.csfd.cz/film/5451-cerna-kocka-bily-kocour/,www.imdb.com/title/tt0118843/,0.5
"Kusturica, Emir",Super 8 Stories By Emir Kusturica,Super 8 Stories ,2001,Dokumentární,"Nìmecko, Itálie",Emir Kusturica,7.6,6.6,www.csfd.cz/film/43252-super-8-stories-by-emir-kusturica/,www.imdb.com/title/tt0278069/,1
"Kusturica, Emir",ivot je zázrak,ivot je èudo ,2004,Váleènı/Hudební/Komedie/Romantickı,"Srbsko a Èerná Hora, Francie, Itálie",Emir Kusturica,8.1,7.5,www.csfd.cz/film/136129-zivot-je-zazrak/,www.imdb.com/title/tt0322420/,0.6
"Kusturica, Emir",Závì,Zavet ,2007,Komedie,"Srbsko, Francie",Emir Kusturica,7.5,6.8,www.csfd.cz/film/227613-zavet/,www.imdb.com/title/tt0479519/,0.7
"Coen, Joel/Ethan",Zbyteèná krutost,Blood Simple ,1984,Drama/Thriller/Krimi,USA,"Joel Coen, Ethan Coen",8.2,7.7,www.csfd.cz/film/1605-zbytecna-krutost/,www.imdb.com/title/tt0086979/,0.499999999999999
"Coen, Joel/Ethan",Potíe s Arizonou,Raising Arizona ,1987,Komedie/Akèní/Dobrodrunı/Krimi,USA,"Joel Coen, Ethan Coen",7.1,7.4,www.csfd.cz/film/1612-potize-s-arizonou/,www.imdb.com/title/tt0093822/,-0.300000000000001
"Coen, Joel/Ethan",Barton Fink,Barton Fink ,1991,Komedie/Drama/Thriller,"USA, Velká Británie","Joel Coen, Ethan Coen",8,7.7,www.csfd.cz/film/1603-barton-fink/,www.imdb.com/title/tt0101410/,0.3
"Coen, Joel/Ethan",Záskok,"Hudsucker Proxy, The ",1994,Komedie/Romantickı,"Velká Británie, Nìmecko, USA","Joel Coen, Ethan Coen",7.4,7.3,www.csfd.cz/film/1607-zaskok/,www.imdb.com/title/tt0110074/,0.100000000000001
"Coen, Joel/Ethan",Fargo,Fargo ,1996,Krimi/Thriller/Drama,USA,"Joel Coen, Ethan Coen",8.5,8.2,www.csfd.cz/film/1606-fargo/,www.imdb.com/title/tt0116282/,0.300000000000001
"Coen, Joel/Ethan",Big Lebowski,"Big Lebowski, The ",1998,Komedie/Krimi,"USA, Velká Británie","Joel Coen, Ethan Coen",8.4,8.2,www.csfd.cz/film/1604-big-lebowski/,www.imdb.com/title/tt0118715/,0.200000000000001
"Coen, Joel/Ethan","Bratøíèku, kde jsi?","O Brother, Where Art Thou? ",2000,Komedie/Dobrodrunı/Krimi/Hudební,"Velká Británie, Francie, USA","Joel Coen, Ethan Coen",7.4,7.8,www.csfd.cz/film/1611-bratricku-kde-jsi/,www.imdb.com/title/tt0190590/,-0.399999999999999
"Coen, Joel/Ethan","Mu, kterı nebyl","Man Who Wasn't There, The ",2001,Drama/Krimi,"Velká Británie, USA","Joel Coen, Ethan Coen",8.3,7.6,www.csfd.cz/film/1609-muz-ktery-nebyl/,www.imdb.com/title/tt0243133/,0.700000000000001
"Coen, Joel/Ethan",Nesnesitelná krutost,Intolerable Cruelty ,2003,Komedie/Romantickı/Krimi,USA,"Joel Coen, Ethan Coen",6.6,6.3,www.csfd.cz/film/1608-nesnesitelna-krutost/,www.imdb.com/title/tt0138524/,0.3
"Coen, Joel/Ethan",Tahle zemì není pro starı,No Country for Old Men ,2007,Krimi/Thriller/Drama,USA,"Ethan Coen, Joel Coen",8.2,8.2,www.csfd.cz/film/226762-tahle-zeme-neni-pro-stary/,www.imdb.com/title/tt0477348/,0
"Coen, Joel/Ethan",Po pøeètení spalte,Burn After Reading ,2008,Komedie/Krimi/Drama,USA,"Joel Coen, Ethan Coen",7,7,www.csfd.cz/film/234142-po-precteni-spalte/,www.imdb.com/title/tt0887883/,0
"Coen, Joel/Ethan",Opravdová kurá,True Grit ,2010,Western/Drama/Dobrodrunı,USA,"Ethan Coen, Joel Coen",7.7,7.7,www.csfd.cz/film/268611-opravdova-kuraz/,www.imdb.com/title/tt1403865/,0
"Scott, Ridley",Soupeøi,"Duellists, The ",1977,Akèní/Váleènı/Drama,Velká Británie,Ridley Scott,7.9,7.3,www.csfd.cz/film/8269-souperi/,www.imdb.com/title/tt0075968/,0.600000000000001
"Scott, Ridley",Vetøelec,Alien ,1979,Horor/Sci-Fi/Thriller,"USA, Velká Británie",Ridley Scott,9,8.5,www.csfd.cz/film/8265-vetrelec/,www.imdb.com/title/tt0078748/,0.5
"Scott, Ridley",Blade Runner,Blade Runner ,1982,Sci-Fi/Thriller/Drama,"USA, Hong Kong, Velká Británie",Ridley Scott,7.9,8.3,www.csfd.cz/film/8268-blade-runner/,www.imdb.com/title/tt0083658/,-0.4
"Scott, Ridley",Legenda,Legend ,1985,Fantasy/Dobrodrunı/Romantickı,Velká Británie,Ridley Scott,6.9,6.3,www.csfd.cz/film/8273-legenda/,www.imdb.com/title/tt0089469/,0.600000000000001
"Scott, Ridley","Ten, kdo mì hlídá",Someone to Watch Over Me ,1987,Akèní/Krimi/Thriller/Drama,USA,Ridley Scott,5.8,6,www.csfd.cz/film/8274-ten-kdo-me-hlida/,www.imdb.com/title/tt0094008/,-0.2
"Scott, Ridley",Èernı déš,Black Rain ,1989,Akèní/Krimi/Thriller/Drama,USA,Ridley Scott,6.7,6.5,www.csfd.cz/film/8267-cerny-dest/,www.imdb.com/title/tt0096933/,0.2
"Scott, Ridley",Thelma a Louise,Thelma & Louise ,1991,Krimi/Drama/Road movie,USA,Ridley Scott,8.4,7.3,www.csfd.cz/film/8275-thelma-a-louise/,www.imdb.com/title/tt0103074/,1.1
"Scott, Ridley",1492: Dobytí ráje,1492: Conquest of Paradise ,1992,Dobrodrunı/Drama/Historickı/ivotopisnı,"Velká Británie, USA, Francie, Španìlsko",Ridley Scott,7.6,6.3,www.csfd.cz/film/8264-1492-dobyti-raje/,www.imdb.com/title/tt0103594/,1.3
"Scott, Ridley",Bílá smrš,White Squall ,1996,Dobrodrunı/Drama,USA,Ridley Scott,6.3,6.4,www.csfd.cz/film/8276-bila-smrst/,www.imdb.com/title/tt0118158/,-0.100000000000001
"Scott, Ridley",G. I. Jane,G.I. Jane ,1997,Akèní/Drama,USA,Ridley Scott,6,5.7,www.csfd.cz/film/8270-g-i-jane/,www.imdb.com/title/tt0119173/,0.3
"Scott, Ridley",Gladiátor,Gladiator ,2000,Akèní/Dobrodrunı/Drama/Historickı,"USA, Velká Británie",Ridley Scott,8.8,8.5,www.csfd.cz/film/8271-gladiator/,www.imdb.com/title/tt0172495/,0.300000000000001
"Scott, Ridley",Èernı jestøáb sestøelen,Black Hawk Down ,2001,Váleènı/Akèní/Drama/Historickı,USA,Ridley Scott,8.7,7.7,www.csfd.cz/film/8266-cerny-jestrab-sestrelen/,www.imdb.com/title/tt0265086/,0.999999999999999
"Scott, Ridley",Hannibal,Hannibal ,2001,Krimi/Thriller,"Velká Británie, USA",Ridley Scott,6.8,6.6,www.csfd.cz/film/8272-hannibal/,www.imdb.com/title/tt0212985/,0.2
"Scott, Ridley",Švindlíøi,Matchstick Men ,2003,Krimi/Drama/Komedie/Thriller,USA,Ridley Scott,6.6,7.3,www.csfd.cz/film/40602-svindliri/,www.imdb.com/title/tt0325805/,-0.7
"Scott, Ridley",Království nebeské,Kingdom of Heaven ,2005,Akèní/Historickı/Dobrodrunı/Váleènı,"Velká Británie, Španìlsko, USA, Nìmecko",Ridley Scott,7.1,7.1,www.csfd.cz/film/178906-kralovstvi-nebeske/,www.imdb.com/title/tt0320661/,0
"Scott, Ridley",Dobrı roèník,"Good Year, A ",2006,Komedie/Drama/Romantickı,"USA, Velká Británie",Ridley Scott,7.8,6.8,www.csfd.cz/film/178905-dobry-rocnik/,www.imdb.com/title/tt0401445/,1
"Scott, Ridley",Americkı gangster,American Gangster ,2007,Krimi/Drama/ivotopisnı,USA,Ridley Scott,8.7,7.8,www.csfd.cz/film/224384-americky-gangster/,www.imdb.com/title/tt0765429/,0.899999999999999
"Scott, Ridley",Labyrint lí,Body of Lies ,2008,Drama/Akèní/Thriller,USA,Ridley Scott,7.4,7.1,www.csfd.cz/film/232535-labyrint-lzi/,www.imdb.com/title/tt0758774/,0.300000000000001
"Scott, Ridley",Prometheus,Prometheus ,2012,Sci-Fi/Dobrodrunı/Akèní/Horor,"USA, Velká Británie",Ridley Scott,6.7,7.1,www.csfd.cz/film/290958-prometheus/,www.imdb.com/title/tt1446714/,-0.399999999999999
"Forman, Miloš",Èernı Petr ,Èernı Petr ,1963,Komedie/Drama,Èeskoslovensko,Miloš Forman,8.4,7.1,www.csfd.cz/film/2972-cerny-petr/,www.imdb.com/title/tt0056919/,1.3
"Forman, Miloš",Lásky jedné plavovlásky ,Lásky jedné plavovlásky ,1965,Komedie,Èeskoslovensko,Miloš Forman,8.4,7.6,www.csfd.cz/film/2980-lasky-jedne-plavovlasky/,www.imdb.com/title/tt0059415/,0.800000000000001
"Forman, Miloš","Hoøí, má panenko ","Hoøí, má panenko ",1967,Komedie,"Èeskoslovensko, Itálie",Miloš Forman,8.5,7.5,www.csfd.cz/film/2975-hori-ma-panenko/,www.imdb.com/title/tt0061781/,1
"Forman, Miloš",Taking Off,Taking Off ,1971,Komedie/Drama/Hudební,USA,Miloš Forman,8.1,7.3,www.csfd.cz/film/2985-taking-off/,www.imdb.com/title/tt0067820/,0.8
"Forman, Miloš",Vidìno osmi,Visions of Eight ,1973,Dokumentární/Sportovní/Povídkovı,"USA, Západní Nìmecko","Miloš Forman, Mai Zetterling",8.2,6.8,www.csfd.cz/film/2987-videno-osmi/,www.imdb.com/title/tt0070884/,1.4
"Forman, Miloš",Pøelet nad kukaèèím hnízdem,One Flew Over the Cuckoo's Nest ,1975,Drama,USA,Miloš Forman,9.3,8.8,www.csfd.cz/film/2982-prelet-nad-kukaccim-hnizdem/,www.imdb.com/title/tt0073486/,0.5
"Forman, Miloš",Vlasy,Hair ,1979,Muzikál/Komedie/Drama,"USA, Západní Nìmecko",Miloš Forman,8.5,7.2,www.csfd.cz/film/2974-vlasy/,www.imdb.com/title/tt0079261/,1.3
"Forman, Miloš",Ragtime,Ragtime ,1981,Drama,USA,Miloš Forman,7.8,7.2,www.csfd.cz/film/2984-ragtime/,www.imdb.com/title/tt0082970/,0.6
"Forman, Miloš",Amadeus,Amadeus ,1984,Drama/ivotopisnı/Hudební,USA,Miloš Forman,8.9,8.4,www.csfd.cz/film/2971-amadeus/,www.imdb.com/title/tt0086879/,0.5
"Forman, Miloš",Valmont,Valmont ,1989,Drama/Romantickı/Historickı,"Francie, USA",Miloš Forman,7.8,6.9,www.csfd.cz/film/2986-valmont/,www.imdb.com/title/tt0098575/,0.899999999999999
"Forman, Miloš",Lid versus Larry Flynt,"People vs. Larry Flynt, The ",1996,Drama/ivotopisnı,USA,Miloš Forman,8.2,7.3,www.csfd.cz/film/2983-lid-versus-larry-flynt/,www.imdb.com/title/tt0117318/,0.899999999999999
"Forman, Miloš",Mu na Mìsíci,Man on the Moon ,1999,Komedie/Drama/ivotopisnı,"Velká Británie, Nìmecko, Japonsko, USA",Miloš Forman,8.2,7.4,www.csfd.cz/film/2981-muz-na-mesici/,www.imdb.com/title/tt0125664/,0.799999999999999
"Forman, Miloš",Goyovy pøízraky,Goya's Ghosts ,2006,Drama/Váleènı/ivotopisnı,"USA, Španìlsko",Miloš Forman,7.2,6.8,www.csfd.cz/film/220918-goyovy-prizraky/,www.imdb.com/title/tt0455957/,0.4
"Coppola, Francis F.",Dementia 13,Dementia 13 ,1963,Horor/Thriller,USA,Francis Ford Coppola,6,5.6,www.csfd.cz/film/1638-dementia-13/,www.imdb.com/title/tt0056983/,0.4
"Coppola, Francis F.",Strašení,"Terror, The ",1963,Horor/Mysteriózní/Thriller,USA,"Jack Hill, Francis Ford Coppola",5.5,4.9,www.csfd.cz/film/1701-straseni/,www.imdb.com/title/tt0057569/,0.6
"Coppola, Francis F.",Teï u jsi velkı chlapec,You're a Big Boy Now ,1966,Komedie/Drama,USA,Francis Ford Coppola,6.7,6.3,www.csfd.cz/film/1660-ted-uz-jsi-velky-chlapec/,www.imdb.com/title/tt0061209/,0.4
"Coppola, Francis F.",Divotvornı hrnec,Finian's Rainbow ,1968,Rodinnı/Fantasy/Muzikál,USA,Francis Ford Coppola,8.2,6,www.csfd.cz/film/1641-divotvorny-hrnec/,www.imdb.com/title/tt0062974/,2.2
"Coppola, Francis F.",Lidé deštì,"Rain People, The ",1969,Drama,USA,Francis Ford Coppola,7.2,6.8,www.csfd.cz/film/1655-lide-deste/,www.imdb.com/title/tt0064873/,0.4
"Coppola, Francis F.",Kmotr,"Godfather, The ",1972,Krimi/Drama,USA,Francis Ford Coppola,9.2,9.2,www.csfd.cz/film/1644-kmotr/,www.imdb.com/title/tt0068646/,0
"Coppola, Francis F.",Kmotr II,"Godfather: Part II, The ",1974,Krimi/Drama/Thriller,USA,Francis Ford Coppola,9.1,9,www.csfd.cz/film/1645-kmotr-ii/,www.imdb.com/title/tt0071562/,0.0999999999999996
"Coppola, Francis F.",Rozhovor,"Conversation, The ",1974,Krimi/Thriller/Drama/Mysteriózní,USA,Francis Ford Coppola,7.9,8,www.csfd.cz/film/1636-rozhovor/,www.imdb.com/title/tt0071360/,-0.0999999999999996
"Coppola, Francis F.",Apokalypsa,Apocalypse Now ,1979,Váleènı/Drama,USA,Francis Ford Coppola,8.7,8.6,www.csfd.cz/film/1634-apokalypsa/,www.imdb.com/title/tt0078788/,0.0999999999999996
"Coppola, Francis F.",One from the Heart ,One from the Heart ,1982,Drama/Romantickı,USA,Francis Ford Coppola,6.2,6.4,www.csfd.cz/film/1651-one-from-the-heart/,www.imdb.com/title/tt0084445/,-0.2
"Coppola, Francis F.",Dravé ryby,Rumble Fish ,1983,Drama,USA,Francis Ford Coppola,7.5,7.1,www.csfd.cz/film/1657-drave-ryby/,www.imdb.com/title/tt0086216/,0.4
"Coppola, Francis F.",Ztracenci,"Outsiders, The ",1983,Krimi/Drama/Romantickı,USA,Francis Ford Coppola,7.3,7.1,www.csfd.cz/film/1652-ztracenci/,www.imdb.com/title/tt0086066/,0.2
"Coppola, Francis F.",Cotton Club,"Cotton Club, The ",1984,Krimi/Drama/Hudební,USA,Francis Ford Coppola,7.1,6.4,www.csfd.cz/film/1637-cotton-club/,www.imdb.com/title/tt0087089/,0.699999999999999
"Coppola, Francis F.",Peggy Sue se vdává,Peggy Sue Got Married ,1986,Komedie/Drama,USA,Francis Ford Coppola,6.3,6.3,www.csfd.cz/film/1653-peggy-sue-se-vdava/,www.imdb.com/title/tt0091738/,0
"Coppola, Francis F.",Zahrady z kamene,Gardens of Stone ,1987,Drama/Váleènı,USA,Francis Ford Coppola,7.1,6.3,www.csfd.cz/film/1642-zahrady-z-kamene/,www.imdb.com/title/tt0093073/,0.8
"Coppola, Francis F.",Tucker: Èlovìk a jeho sen,Tucker: The Man and His Dream ,1988,Drama/ivotopisnı,USA,Francis Ford Coppola,6.8,6.8,www.csfd.cz/film/1659-tucker-clovek-a-jeho-sen/,www.imdb.com/title/tt0096316/,0
"Coppola, Francis F.",Kmotr III,"Godfather: Part III, The ",1990,Krimi/Drama/Thriller,USA,Francis Ford Coppola,8.6,7.6,www.csfd.cz/film/1646-kmotr-iii/,www.imdb.com/title/tt0099674/,1
"Coppola, Francis F.",Drákula,Dracula ,1992,Horor/Romantickı/Drama/Thriller,USA,Francis Ford Coppola,8,7.4,www.csfd.cz/film/1639-drakula/,www.imdb.com/title/tt0103874/,0.6
"Coppola, Francis F.",Jack,Jack ,1996,Komedie/Drama,USA,Francis Ford Coppola,6.3,5.5,www.csfd.cz/film/1647-jack/,www.imdb.com/title/tt0116669/,0.8
"Coppola, Francis F.",Vyvolávaè deštì,"Rainmaker, The ",1997,Drama/Thriller,USA,Francis Ford Coppola,8.3,6.9,www.csfd.cz/film/1656-vyvolavac-deste/,www.imdb.com/title/tt0119978/,1.4
"Polanski, Roman",Nù ve vodì,Nóz w wodzie ,1962,Drama/Psychologickı,Polsko,Roman Polanski,7.9,7.6,www.csfd.cz/film/7354-nuz-ve-vode/,www.imdb.com/title/tt0056291/,0.300000000000001
"Polanski, Roman",Hnus,Repulsion ,1965,Thriller/Horor/Drama,Velká Británie,Roman Polanski,7.6,7.8,www.csfd.cz/film/7358-hnus/,www.imdb.com/title/tt0059646/,-0.2
"Polanski, Roman",Ve slepé ulièce,Cul-de-sac ,1966,Thriller/Komedie/Drama,Velká Británie,Roman Polanski,6.9,7.1,www.csfd.cz/film/7342-ve-slepe-ulicce/,www.imdb.com/title/tt0060268/,-0.199999999999999
"Polanski, Roman",Ples upírù,"Fearless Vampire Killers, The ",1967,Komedie/Horor,"USA, Velká Británie",Roman Polanski,7.2,7.2,www.csfd.cz/film/7345-ples-upiru/,www.imdb.com/title/tt0061655/,0
"Polanski, Roman",Rosemary má dìátko,Rosemary's Baby ,1968,Thriller/Mysteriózní/Drama/Horor,USA,Roman Polanski,8.3,8,www.csfd.cz/film/7359-rosemary-ma-detatko/,www.imdb.com/title/tt0063522/,0.300000000000001
"Polanski, Roman",Macbeth,"Tragedy of Macbeth, The ",1971,Drama,"Velká Británie, USA",Roman Polanski,7.3,7.5,www.csfd.cz/film/134440-macbeth/,www.imdb.com/title/tt0067372/,-0.2
"Polanski, Roman",Co?,Che? ,1972,Komedie,"Itálie, Francie, Západní Nìmecko",Roman Polanski,5.9,5.7,www.csfd.cz/film/116925-co/,www.imdb.com/title/tt0070913/,0.2
"Polanski, Roman",Èínská ètvr,Chinatown ,1974,Krimi/Drama/Thriller/Mysteriózní/Film-Noir,USA,Roman Polanski,8.5,8.4,www.csfd.cz/film/7341-cinska-ctvrt/,www.imdb.com/title/tt0071315/,0.0999999999999996
"Polanski, Roman",Nájemník,"Locataire, Le ",1976,Thriller/Mysteriózní,Francie,Roman Polanski,8.1,7.7,www.csfd.cz/film/7350-najemnik/,www.imdb.com/title/tt0074811/,0.399999999999999
"Polanski, Roman",Tess,Tess ,1979,Drama/Romantickı,"Francie, Velká Británie",Roman Polanski,7.5,7.2,www.csfd.cz/film/7363-tess/,www.imdb.com/title/tt0080009/,0.3
"Polanski, Roman",Piráti,Pirates ,1986,Dobrodrunı,Francie,Roman Polanski,5.3,5.8,www.csfd.cz/film/7356-pirati/,www.imdb.com/title/tt0091757/,-0.5
"Polanski, Roman",48 hodin v Paøíi,Frantic ,1988,Krimi/Drama/Thriller/Mysteriózní,"USA, Francie",Roman Polanski,7.1,6.8,www.csfd.cz/film/7346-48-hodin-v-parizi/,www.imdb.com/title/tt0095174/,0.3
"Polanski, Roman",Hoøkı mìsíc,Bitter Moon ,1992,Drama/Romantickı/Thriller,"Velká Británie, Francie",Roman Polanski,8.2,6.9,www.csfd.cz/film/7340-horky-mesic/,www.imdb.com/title/tt0104779/,1.3
"Polanski, Roman",Smrt a dívka,Death and the Maiden ,1994,Drama/Thriller/Mysteriózní,"Velká Británie, USA, Francie",Roman Polanski,8,7.2,www.csfd.cz/film/7343-smrt-a-divka/,www.imdb.com/title/tt0109579/,0.8
"Polanski, Roman",Devátá brána,"Ninth Gate, The ",1999,Horor/Thriller/Mysteriózní/Fantasy,"USA, Španìlsko, Francie",Roman Polanski,6.8,6.6,www.csfd.cz/film/7353-devata-brana/,www.imdb.com/title/tt0142688/,0.2
"Polanski, Roman",Pianista,"Pianist, The ",2002,Drama/Váleènı/ivotopisnı,"Velká Británie, Francie, Nìmecko, Polsko",Roman Polanski,8.8,8.5,www.csfd.cz/film/7355-pianista/,www.imdb.com/title/tt0253474/,0.300000000000001
"Polanski, Roman",Oliver Twist,Oliver Twist ,2005,Drama/Rodinnı,"Velká Británie, Èesko, Francie, Itálie",Roman Polanski,7.3,6.9,www.csfd.cz/film/188142-oliver-twist/,www.imdb.com/title/tt0380599/,0.399999999999999
"Polanski, Roman",Mu ve stínu,"Ghost Writer, The ",2010,Thriller/Mysteriózní,"Francie, Nìmecko, Velká Británie",Roman Polanski,7.3,7.3,www.csfd.cz/film/243590-muz-ve-stinu/,www.imdb.com/title/tt1139328/,0
"Polanski, Roman",Bùh masakru,Carnage ,2011,Komedie/Drama,"Francie, Nìmecko, Polsko",Roman Polanski,7.3,7.1,www.csfd.cz/film/285320-buh-masakru/,www.imdb.com/title/tt1692486/,0.2
"Eastwood, Clint",Star in the Dust ,Star in the Dust ,1956,Western,USA,"John Agar, Clint Eastwood",7.3,6,www.csfd.cz/film/44413-star-in-the-dust/,www.imdb.com/title/tt0049793/,1.3
"Eastwood, Clint","Magnifico extranjero, El ","Magnifico extranjero, El ",1967,Western,USA,"Clint Eastwood, Robert J. Wilke",7.3,6.8,www.csfd.cz/film/134389-magnifico-extranjero-el/,www.imdb.com/title/tt0368852/,0.5
"Eastwood, Clint",Zahrajte mi „MISTY“,Play Misty for Me ,1971,Thriller/Drama/Romantickı,USA,Clint Eastwood,7.1,7,www.csfd.cz/film/2510-zahrajte-mi-misty/,www.imdb.com/title/tt0067588/,0.0999999999999996
"Eastwood, Clint",Breezy,Breezy ,1973,Drama/Romantickı,USA,Clint Eastwood,7.8,6.8,www.csfd.cz/film/2497-breezy/,www.imdb.com/title/tt0069822/,1
"Eastwood, Clint",Tulák z širıch plání,High Plains Drifter ,1973,Western,USA,Clint Eastwood,7.2,7.6,www.csfd.cz/film/2504-tulak-z-sirych-plani/,www.imdb.com/title/tt0068699/,-0.399999999999999
"Eastwood, Clint",Vrada na Eigeru,"Eiger Sanction, The ",1975,Akèní/Thriller,USA,Clint Eastwood,6.7,6.3,www.csfd.cz/film/2500-vrazda-na-eigeru/,www.imdb.com/title/tt0072926/,0.4
"Eastwood, Clint",Psanec Josey Wales,"Outlaw Josey Wales, The ",1976,Western/Drama,USA,Clint Eastwood,7.6,7.9,www.csfd.cz/film/2507-psanec-josey-wales/,www.imdb.com/title/tt0075029/,-0.300000000000001
"Eastwood, Clint",eleznı stisk,"Gauntlet, The ",1977,Akèní/Thriller/Krimi/Drama,USA,Clint Eastwood,6.3,6.3,www.csfd.cz/film/2502-zelezny-stisk/,www.imdb.com/title/tt0076070/,0
"Eastwood, Clint",Bronco Billy,Bronco Billy ,1980,Dobrodrunı/Drama/Romantickı,USA,Clint Eastwood,6.1,6,www.csfd.cz/film/2499-bronco-billy/,www.imdb.com/title/tt0080472/,0.0999999999999996
